Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
HNRNPD	0.00192809	0.135382667	0.895510831	4	0.868436935	265	1	1	0.1760855	4	0	18622
PEX2	0.001935177	0.135382667	0.595289636	8	0.868436935	266	1	1	0.458524327	8	0	18324
LDB1	0.001945217	0.135577286	0.748378566	10	0.867813064	267	1	1	0.148946374	10	0	18648
MAP3K4	0.001964233	0.136393699	0.456532958	6	0.865205692	268	1	1	0.209953133	6	0	18563
COQ9	0.001996386	0.137603333	0.853727617	16	0.861371047	269	1	1	0.171641674	16	0	18627
HGF	0.001994685	0.137603333	0.633204087	7	0.861371047	270	0.000104997	0.022158611	0.372110527	7	1.654457467	69
CLGN	0.002034304	0.139701334	0.78607378	4	0.854799447	271	1	1	0.180609131	4	0	18620
SNRPN	0.002050727	0.140313296	0.680100468	15	0.852901174	272	1	1	0.09729024	15	0	18678
LEMD2	0.002113161	0.144057451	0.635816984	6	0.841464274	273	1	1	0.236076335	6	0	18502
BMPR2	0.002250099	0.152834873	0.77119654	2	0.81577754	274	1	1	0.287755638	2	0	18427
YLPM1	0.002284232	0.153990344	0.728449555	14	0.812506511	275	1	1	0.296909739	14	0	18417
ATR	0.002291634	0.153990344	0.494199786	3	0.812506511	276	1	1	0.480707828	3	0	18314
BIRC6	0.002291842	0.153990344	0.426410279	2	0.812506511	277	0.013434171	0.36997053	0.301957152	2	0.431832868	608
HAUS8	0.002335118	0.156335765	0.892357314	19	0.805941657	278	1	1	0.223535332	19	0	18528
TEX11	0.002434173	0.159971746	0.878592359	X	0.795956715	279	1	1	0.183730821	X	0	18616
COL8A2	0.002440813	0.159971746	0.57937818	1	0.795956715	280	1	1	0.274861235	1	0	18446
SIK3	0.002402712	0.159971746	0.578750917	11	0.795956715	281	0.085048074	0.641345568	0.172258798	11	0.192907902	2337
B3GNT5	0.002440174	0.159971746	0.520512349	3	0.795956715	282	1	1	0.602224486	3	0	18294
CCDC120	0.002429711	0.159971746	0.331564871	X	0.795956715	283	0.071028468	0.617775538	0.440176334	X	0.209169292	2018
KDM3B	0.002420342	0.159971746	0.168217048	5	0.795956715	284	1	1	0.538342294	5	0	18301
DYRK1A	0.002454813	0.160326728	0.573445652	21	0.794994071	285	0.012843396	0.367384078	0.355853023	21	0.434879669	584
UGT2A2	0.002488754	0.161977121	0.637446857	4	0.790546325	286	1	1	0.157295851	4	0	18643
GPR174	0.0025159	0.162610714	0.577911469	X	0.788850843	287	1	1	0.259498009	X	0	18458
PABPC3	0.002511879	0.162610714	0.494981146	13	0.788850843	288	1	1	0.438987636	13	0	18336
CCDC38	0.002565993	0.165276466	0.71846726	12	0.781788982	289	1	1	0.229412265	12	0	18513
RAPGEF6	0.002593562	0.166478179	0.646782716	5	0.778642683	290	1	1	0.194618563	5	0	18594
SUZ12	0.002621742	0.167710691	0.774350593	17	0.775439252	291	1	1	0.236123118	17	0	18501
WWC2	0.00264748	0.168779089	0.841662187	4	0.772681362	292	1	1	0.136786664	4	0	18654
GGNBP2	0.002659699	0.168981366	0.634121935	17	0.772161183	293	1	1	0.228393789	17	0	18517
TNIK	0.002686284	0.170091855	0.312245791	3	0.769316482	294	0.029852101	0.495125699	0.731421014	3	0.305284531	1032
DPY19L4	0.002695791	0.170117176	0.182194901	8	0.769251835	295	0.058121939	0.592125186	0.763304536	8	0.227586466	1714
ABCA10	0.002709037	0.170377469	0.633285373	17	0.768587838	296	1	1	0.485255296	17	0	18313
CACUL1	0.002727561	0.170966836	0.779537379	10	0.767088126	297	1	1	0.123472798	10	0	18667
MORC4	0.002771026	0.172533294	0.895858523	X	0.763127086	298	0.034594001	0.513281389	0.199325294	X	0.289644482	1162
ERRFI1	0.002765966	0.172533294	0.767555488	1	0.763127086	299	1	1	0.291612503	1	0	18423
APPBP2	0.00279275	0.173308225	0.426255868	17	0.761180826	300	1	1	0.383769349	17	0	18358
SPEN	0.002904993	0.179676717	0.686299258	1	0.745508196	301	1	1	0.218651913	1	0	18540
BCL9	0.002922002	0.180132265	0.384884529	1	0.74440849	302	1	1	0.534446379	1	0	18303
WWP1	0.002941024	0.180708483	0.4453787	8	0.74302146	303	1	1	0.682896238	8	0	18286
IL25	0.002967711	0.181750425	0.892495393	14	0.740524565	304	1	1	0.23229079	14	0	18509
CCND3	0.002996062	0.182887095	0.524218943	6	0.737816938	305	0.002299636	0.178236141	0.489448498	6	0.749004229	203
LEPREL2	0.003017979	0.183385955	0.814308935	12	0.736633929	306	1	1	0.315463062	12	0	18406
UNC13C	0.00302387	0.183385955	0.678504182	15	0.736633929	307	1	1	0.161950226	15	0	18639
NEUROD6	0.003043524	0.183891627	0.712097934	7	0.735438045	308	1	1	0.478463363	7	0	18316
MARCKSL1	0.003051898	0.183891627	0.581535097	1	0.735438045	309	1	1	0.458168394	1	0	18325
PAWR	0.003091928	0.185704582	0.753674277	12	0.731177381	310	1	1	0.326309215	12	0	18397
BCORL1	0.003132529	0.187540104	0.631329288	X	0.726905847	311	1	1	0.252813683	X	0	18466
TAF15	0.003154629	0.187660261	0.775244618	17	0.726627684	312	1	1	0.237321153	17	0	18498
PHF20L1	0.003145975	0.187660261	0.163670127	8	0.726627684	313	0.019734581	0.424524303	0.789933104	8	0.372097442	786
MGAT2	0.003175434	0.18829818	0.913835895	14	0.725153878	314	1	1	0.213373656	14	0	18555
BTBD11	0.003213201	0.189934742	0.243170555	12	0.721395589	315	0.00017554	0.033803125	0.510668667	12	1.471043149	74
CLSPN	0.003237827	0.190786659	0.779934699	1	0.719451997	316	1	1	0.241457903	1	0	18493
SENP6	0.003305888	0.192970865	0.824135154	6	0.714508256	317	1	1	0.191657068	6	0	18602
MLF1	0.003293123	0.192970865	0.814662412	3	0.714508256	318	1	1	0.429644168	3	0	18343
RNF217	0.003303905	0.192970865	0.548419232	6	0.714508256	319	1	1	0.339715461	6	0	18385
USP26	0.003335797	0.194110151	0.606036651	X	0.711951753	320	1	1	0.442692265	X	0	18334
ATF7IP	0.003361147	0.194977824	0.774457967	12	0.710014781	321	1	1	0.339338314	12	0	18386
BAZ2B	0.003437311	0.198778739	0.476813209	2	0.701630069	322	0.010147082	0.336059106	0.219399983	2	0.473584332	502
ING1	0.003477416	0.200477352	0.869280649	13	0.697934683	323	1	1	0.292973578	13	0	18421
CEP290	0.003503578	0.201364117	0.612188431	12	0.696017918	324	1	1	0.224029334	12	0	18527
API5	0.003599942	0.202251356	0.817017552	11	0.694108558	325	0.661739297	0.996579628	0.103012586	11	0.001487995	18260
KBTBD4	0.003534962	0.202251356	0.721863749	11	0.694108558	326	1	1	0.277881616	11	0	18438
ZFY	0.003559338	0.202251356	0.64893762	Y	0.694108558	327	0.104715202	0.670176367	0.12948518	Y	0.173810891	2770
OR2T35	0.003599768	0.202251356	0.647314833	1	0.694108558	328	1	1	0.436265717	1	0	18337
NFE2	0.003585218	0.202251356	0.580173792	12	0.694108558	329	1	1	0.32942538	12	0	18392
JAK1	0.003605637	0.202251356	0.525340548	1	0.694108558	330	0.225264262	0.791369408	0.384454245	1	0.101620742	5106
MBNL1	0.003570158	0.202251356	0.501256447	3	0.694108558	331	1	1	0.643741284	3	0	18289
NOTCH3	0.003567003	0.202251356	0.178746501	19	0.694108558	332	0.043953399	0.550758448	0.58703413	19	0.259038833	1384
DHX15	0.003618116	0.202343689	0.68314066	4	0.693910336	333	0.038145547	0.524455905	0.184710914	4	0.28029102	1257
CSMD3	0.003650677	0.202949391	0.227134008	8	0.692612248	334	0.00042161	0.063002021	0.773112577	8	1.200645519	97
ARID5B	0.003758832	0.20834189	0.765199578	10	0.6812234	335	1	1	0.359420447	10	0	18365
ZNF222	0.003770524	0.208371663	0.794719812	19	0.681161342	336	0.051784738	0.574217968	0.177765753	19	0.240923222	1574
TCF4	0.003835615	0.211343515	0.691459365	18	0.675011074	337	0.045434233	0.553598203	0.151526195	18	0.256805328	1426
IRF6	0.003859139	0.212014306	0.55794613	1	0.673634833	338	0.090259585	0.651803809	0.482479999	1	0.185883106	2445
SEC63	0.0038745	0.21223399	0.856915335	6	0.673185061	339	0.002564545	0.187190549	0.163184794	6	0.727716082	217
TMEM131	0.003910119	0.212989847	0.606315996	2	0.671641098	340	1	1	0.228699885	2	0	18515
RLTPR	0.003911104	0.212989847	0.569165531	16	0.671641098	341	1	1	0.163198684	16	0	18637
BRSK1	0.003937844	0.213822651	0.517917945	19	0.66994629	342	0.002204072	0.17593956	0.286545548	19	0.754636498	197
ITSN1	0.00400641	0.216915179	0.534321929	21	0.663710056	343	0.028860747	0.488307633	0.279825962	21	0.311306487	1013
ZFHX3	0.00402927	0.217522328	0.764432223	16	0.662496157	344	1	1	0.270971174	16	0	18449
UTY	0.004045689	0.217779322	0.631912877	Y	0.661983359	345	0.786675325	0.996579628	0.089684586	Y	0.001487995	18274
SBNO1	0.004061779	0.218017131	0.466605156	12	0.66150938	346	0.003075519	0.206646127	0.386748833	12	0.68477273	237
ACOT4	0.004079474	0.218339513	0.66209147	14	0.660867663	347	1	1	0.248166776	14	0	18476
TACR1	0.004112349	0.219470195	0.760881219	2	0.65862445	348	1	1	0.206540236	2	0	18569
MAZ	0.004203724	0.223072029	0.728517838	16	0.651554882	349	0.825710712	0.996579628	0.223494459	16	0.001487995	17435
ZNF146	0.004200757	0.223072029	0.217208567	19	0.651554882	350	0.009710839	0.330398483	0.78452027	19	0.480961955	488
HECTD1	0.00432564	0.228891289	0.215117373	14	0.640370735	351	0.02117916	0.433778001	0.516347724	14	0.362732477	829
PPFIA4	0.004424684	0.232849234	0.445571215	1	0.632925186	352	0.118232623	0.693831973	0.550875499	1	0.158745691	3021
CHD9	0.00442537	0.232849234	0.254588772	16	0.632925186	353	0.025441159	0.465771369	0.397272754	16	0.331827211	937
MSH2	0.004457398	0.233875686	0.744426627	2	0.631014926	354	1	1	0.327200131	2	0	18396
SENP8	0.00461411	0.239476845	0.804369034	15	0.620736472	355	1	1	0.23372663	15	0	18507
C10orf88	0.004597795	0.239476845	0.729320053	10	0.620736472	356	1	1	0.132343535	10	0	18659
SHANK1	0.004598043	0.239476845	0.585912606	19	0.620736472	357	0.023782749	0.456034826	0.243795785	19	0.34100199	893
LMBRD2	0.004615433	0.239476845	0.468994189	5	0.620736472	358	0.018771128	0.417129683	0.477778302	5	0.379728905	766
RIMS1	0.004689311	0.242636098	0.606956281	6	0.615044587	359	0.005483208	0.263386783	0.255476654	6	0.579406022	345
IRF2BP2	0.004777416	0.24651205	0.527464219	1	0.608161847	360	1	1	0.500223307	1	0	18308
MAP4K4	0.004804421	0.246888468	0.580529957	2	0.607499195	361	0.026197241	0.470517564	0.183774095	2	0.32742416	951
TMEM63A	0.004811146	0.246888468	0.416990206	1	0.607499195	362	1	1	0.489263112	1	0	18311
SCAF8	0.004880847	0.249779003	0.513911936	6	0.602444072	363	0.011559302	0.354542208	0.208864275	6	0.450332055	543
ZNF225	0.004961809	0.252756048	0.665012582	19	0.597298444	364	0.896220679	0.996579628	0.197186519	19	0.001487995	17670
MAP4K3	0.004974185	0.252756048	0.657067757	2	0.597298444	365	0.09087895	0.652552926	0.179637194	2	0.185384259	2461
GUSB	0.004979615	0.252756048	0.551819148	7	0.597298444	366	0.06130635	0.604554623	0.218162524	7	0.218564453	1774
CCPG1	0.005034949	0.254872145	0.699116808	15	0.593677626	367	1	1	0.253335503	15	0	18465
MGAT5	0.005083688	0.254916233	0.68499776	2	0.593602508	368	0.00745775	0.296235428	0.151379426	2	0.528363004	416
LARP1	0.005052533	0.254916233	0.663199924	5	0.593602508	369	1	1	0.393456964	5	0	18355
TOP2B	0.005090409	0.254916233	0.642042112	3	0.593602508	370	0.043833222	0.550612476	0.23008271	3	0.259153952	1381
TFAM	0.005141184	0.256770546	0.905801807	10	0.590454795	371	1	1	0.188966631	10	0	18607
FXR1	0.005170927	0.256882318	0.590096178	3	0.590265789	372	1	1	0.699938483	3	0	18284
FSIP2	0.005169212	0.256882318	0.297723325	2	0.590265789	373	1	1	0.472105731	2	0	18318
VAMP1	0.005193769	0.257332672	0.670827669	12	0.58950507	374	1	1	0.392216735	12	0	18356
ARPP21	0.005245369	0.258527755	0.805494531	3	0.587492825	375	0.039168664	0.529017701	0.147167932	3	0.276529796	1279
ZMYM2	0.005245571	0.258527755	0.700406489	13	0.587492825	376	1	1	0.264342116	13	0	18453
PADI2	0.005362321	0.263586304	0.701806212	1	0.57907716	377	0.100464416	0.667447913	0.110208516	1	0.175582621	2695
CUX1	0.005421824	0.265811671	0.47999169	7	0.575425954	378	0.271319485	0.826543488	0.467733976	7	0.082734291	5905
CTH	0.005461653	0.2663661	0.596549839	1	0.574521048	379	1	1	0.281638215	1	0	18433
IVNS1ABP	0.005460414	0.2663661	0.296749753	1	0.574521048	380	1	1	0.60500657	1	0	18293
KIAA0430	0.00549712	0.267397662	0.588523447	16	0.572842394	381	0.164037023	0.743700862	0.404326238	16	0.128601715	3935
SLC4A4	0.005534131	0.268498772	0.461839255	4	0.571057696	382	0.014128216	0.374540621	0.355715586	4	0.426501074	631
IRF2	0.005571222	0.269598069	0.499096784	4	0.569283223	383	0.001065356	0.115033552	0.286381728	4	0.93917547	144
FTSJD1	0.005613364	0.270506973	0.893884189	16	0.567821535	384	1	1	0.206370758	16	0	18570
TNRC6A	0.005618968	0.270506973	0.189388666	16	0.567821535	385	0.009898952	0.333907173	0.462708506	16	0.476374251	496
STIP1	0.005645232	0.270672259	0.883180361	11	0.567556252	386	0.791019948	0.996579628	0.132021124	11	0.001487995	18151
BIN2	0.005651383	0.270672259	0.55353841	12	0.567556252	387	0.204185125	0.779475568	0.15922324	12	0.108197493	4691
MMP10	0.005700925	0.272346767	0.697380066	11	0.564877776	388	0.007439868	0.296235428	0.366420544	11	0.528363004	415
UBE2T	0.005734379	0.272943377	0.840759806	1	0.563927439	389	1	1	0.292857578	1	0	18422
INPP4B	0.005742639	0.272943377	0.759469843	4	0.563927439	390	0.014203038	0.37471545	0.212212141	4	0.4262984	635
SF1	0.005805767	0.275243466	0.383225737	11	0.560282982	391	0.01001034	0.333907173	0.455302503	11	0.476374251	497
CNTLN	0.005897154	0.278868186	0.636561929	9	0.554601028	392	1	1	0.328337488	9	0	18394
FIP1L1	0.005940265	0.280197479	0.702339406	4	0.552535776	393	1	1	0.393854072	4	0	18354
BRMS1	0.00603294	0.283852099	0.833197238	11	0.54690789	394	0.850275661	0.996579628	0.192371657	11	0.001487995	17728
RC3H2	0.006075457	0.284581322	0.811282591	9	0.545793607	395	0.335414507	0.86337043	0.142086336	9	0.06380283	7086
DNM1L	0.006078909	0.284581322	0.201917378	12	0.545793607	396	0.049559291	0.56905918	0.629365133	12	0.244842566	1516
KRTAP19-2	0.006116396	0.285620422	0.578037218	21	0.544210744	397	1	1	0.173220698	21	0	18624
MAP4K5	0.006233534	0.290364564	0.758884037	14	0.537056386	398	1	1	0.343430957	14	0	18378
NAA15	0.006270846	0.290929557	0.854419979	4	0.536212154	399	1	1	0.196577115	4	0	18588
C15orf39	0.006276814	0.290929557	0.41252437	15	0.536212154	400	0.150544858	0.737023086	0.319107104	15	0.132518908	3635
TCEB3CL	0.006356049	0.293872868	0.238627619	18	0.531840509	401	1	1	0.425253323	18	0	18344
PCNX	0.006376259	0.294079372	0.581549843	14	0.531535438	402	0.017316289	0.401615015	0.179984015	14	0.396190059	727
KLRG1	0.006478769	0.295163247	0.682176844	12	0.529937721	403	0.825710712	0.996579628	0.358422066	12	0.001487995	15903
RASAL2	0.006454917	0.295163247	0.542679781	1	0.529937721	404	0.501966811	0.949204096	0.378050254	1	0.022640396	9594
YBX2	0.006472179	0.295163247	0.321438694	17	0.529937721	405	1	1	0.348559165	17	0	18376
KRTAP9-8	0.006446051	0.295163247	0.271019059	17	0.529937721	406	0.858533025	0.996579628	0.378592992	17	0.001487995	15651
SLC35B2	0.006533044	0.296911771	0.533550793	6	0.527372585	407	1	1	0.4586243	6	0	18323
TTK	0.006635987	0.300858254	0.847196253	6	0.521638069	408	1	1	0.115647628	6	0	18671
TFDP2	0.006692672	0.302308148	0.735209209	3	0.519550147	409	1	1	0.403933394	3	0	18349
BRCC3	0.006700336	0.302308148	0.434047553	X	0.519550147	410	0.947968315	0.996579628	0.391925049	X	0.001487995	15465
ELF1	0.006718065	0.302377667	0.697183518	13	0.519450288	411	0.133161077	0.713216991	0.337914343	13	0.146778319	3325
ATRNL1	0.006861664	0.303847066	0.733216622	10	0.517344953	412	0.006119698	0.268192675	0.131160627	10	0.571553088	376
GCC2	0.006895864	0.303847066	0.656419449	2	0.517344953	413	1	1	0.13364633	2	0	18656
FBXL17	0.006897112	0.303847066	0.655432899	5	0.517344953	414	0.046147303	0.554688208	0.141673459	5	0.255951067	1447
SRSF1	0.006881003	0.303847066	0.645014531	17	0.517344953	415	0.861964497	0.996579628	0.312806677	17	0.001487995	16465
COL11A1	0.006808227	0.303847066	0.595779045	1	0.517344953	416	0.004459372	0.247170942	0.211923098	1	0.607002587	290
LRIG3	0.006849771	0.303847066	0.575494672	12	0.517344953	417	0.143032413	0.725305254	0.399601795	12	0.139479177	3523
CXorf58	0.006812286	0.303847066	0.57266397	X	0.517344953	418	1	1	0.225760248	X	0	18523
TRIM59	0.006855236	0.303847066	0.456289023	3	0.517344953	419	1	1	0.813284189	3	0	18281
NDUFC2	0.006772672	0.303847066	0.313546727	11	0.517344953	420	0.237467609	0.800713902	0.747804367	11	0.096522631	5220
PAFAH1B2	0.007007826	0.307459262	0.759416756	11	0.51221242	421	0.131300272	0.713216991	0.120651902	11	0.146778319	3346
MKI67	0.007012027	0.307459262	0.691736313	10	0.51221242	422	1	1	0.159762529	10	0	18641
PKD2	0.007056203	0.308354917	0.877242527	4	0.510949122	423	0.030808192	0.498747892	0.124937016	4	0.302118927	1061
MLH1	0.007129875	0.309540216	0.876929988	3	0.509282919	424	1	1	0.184485432	3	0	18615
LARP7	0.007142343	0.309540216	0.847343129	4	0.509282919	425	1	1	0.174828346	4	0	18623
SNAPC1	0.007132419	0.309540216	0.824255698	14	0.509282919	426	0.907792102	0.996579628	0.245862757	14	0.001487995	17210
TSPYL2	0.007184182	0.31063273	0.66577688	X	0.507752787	427	1	1	0.243221953	X	0	18490
ZNF608	0.007301357	0.314970068	0.589970298	5	0.501730716	428	0.104697398	0.670176367	0.192586298	5	0.173810891	2769
ADAM33	0.007347182	0.316216603	0.678605216	20	0.500015331	429	0.334808039	0.86337043	0.245287542	20	0.06380283	7067
RSRC1	0.007392461	0.317433966	0.56854823	3	0.498346605	430	0.008591719	0.319055095	0.614866686	3	0.496134316	448
MEDAG	0.007434626	0.318512353	0.411562619	13	0.49687372	431	1	1	0.285887027	13	0	18431
PSCA	0.00754774	0.322618405	0.193016239	8	0.49131086	432	1	1	0.701357938	8	0	18283
CDKN2C	0.007594678	0.323220617	0.815159099	1	0.490500945	433	1	1	0.226468558	1	0	18522
OCIAD2	0.007626137	0.323220617	0.766883493	4	0.490500945	434	0.336685619	0.86337043	0.196639943	4	0.06380283	7078
FEZ2	0.007631045	0.323220617	0.744385215	2	0.490500945	435	0.864889498	0.996579628	0.154657035	2	0.001487995	18037
CFHR4	0.007599382	0.323220617	0.691817559	1	0.490500945	436	0.047428509	0.55771064	0.328046528	1	0.25359107	1481
FAM175A	0.007662836	0.323545984	0.686479656	4	0.490063986	437	0.108581324	0.67579728	0.082526332	4	0.170183561	2868
CEP128	0.00767337	0.323545984	0.638324744	14	0.490063986	438	0.003422769	0.217234166	0.254777063	14	0.663071869	254
OBSL1	0.007716015	0.324611379	0.51467991	2	0.48863626	439	1	1	0.212261194	2	0	18558
AAMP	0.007737776	0.324795338	0.877120123	2	0.488390213	440	1	1	0.193310911	2	0	18597
SPAG11A	0.00775701	0.324872608	0.617152919	8	0.488286905	441	0.149152349	0.734286141	0.181177111	8	0.134134669	3616
MCRS1	0.007807491	0.326255299	0.792178331	12	0.486442426	442	0.052199036	0.575576032	0.165328074	12	0.239897299	1583
ETV3	0.007859916	0.326983015	0.473902556	1	0.485474806	443	0.278885303	0.829999611	0.389858227	1	0.080922111	6037
MXRA8	0.007852243	0.326983015	0.382634592	1	0.485474806	444	1	1	0.258210745	1	0	18462
WNT16	0.007890036	0.327305104	0.8623313	7	0.485047222	445	1	1	0.320510321	7	0	18400
ASUN	0.007920226	0.327305104	0.275579461	12	0.485047222	446	0.15820105	0.74181056	0.52469679	12	0.129706989	3837
ST8SIA6	0.007951246	0.327861637	0.506572759	10	0.484309397	447	0.292935816	0.835774279	0.232199216	10	0.077910998	6312
SENP3	0.008056951	0.331488521	0.871595671	17	0.479531506	448	0.908118911	0.996579628	0.223924019	17	0.001487995	17432
NRXN2	0.008088143	0.331720749	0.683190131	11	0.479227363	449	0.163091796	0.741936596	0.216717249	11	0.129633207	3921
ARID4B	0.008098113	0.331720749	0.51020932	1	0.479227363	450	1	1	0.612423843	1	0	18292
LUC7L2	0.008128302	0.332228783	0.875265445	7	0.478562745	451	0.124090386	0.701326574	0.220741975	7	0.154079705	3138
ARHGEF25	0.008221819	0.335317376	0.701492191	12	0.474543941	452	1	1	0.327315371	12	0	18395
COPG2	0.00827447	0.336729452	0.186544904	7	0.472718896	453	0.944398292	0.996579628	0.474519811	7	0.001487995	13992
KRT222	0.008314385	0.337618249	0.723525016	17	0.471574087	454	0.834232855	0.996579628	0.320220901	17	0.001487995	16369
RBM46	0.008376944	0.339420672	0.815702872	4	0.469261711	455	0.039132608	0.528913162	0.291547252	4	0.276615625	1277
MPZ	0.008415024	0.340225601	0.337998578	1	0.46823301	456	0.907792102	0.996579628	0.709029197	1	0.001487995	10363
CLCN5	0.008484675	0.341911421	0.614974543	X	0.466086392	457	0.187281457	0.768166519	0.33714017	X	0.114544626	4360
ZNF768	0.008493329	0.341911421	0.476912385	16	0.466086392	458	0.877023641	0.996579628	0.289316045	16	0.001487995	16752
HERC4	0.008610606	0.34440579	0.802979921	10	0.462929556	459	0.133462314	0.713216991	0.21216493	10	0.146778319	3341
PAN3	0.008574248	0.34440579	0.742086519	13	0.462929556	460	0.004063403	0.233036105	0.279215863	13	0.632576787	281
ACIN1	0.008596697	0.34440579	0.559089065	14	0.462929556	461	0.075027317	0.624247333	0.426440709	14	0.204643304	2112
CR1	0.008654793	0.345433493	0.536539342	1	0.461635556	462	0.060666529	0.601729009	0.411481727	1	0.220599051	1763
TEX26	0.008730568	0.347714897	0.785660021	13	0.458776703	463	0.120051095	0.696082616	0.183115753	13	0.157339212	3059
PRDM5	0.00875781	0.348057738	0.796725395	4	0.458348707	464	0.262589437	0.819631175	0.176093169	4	0.086381531	5792
TNRC18	0.008796824	0.348865972	0.468676026	7	0.457341389	465	0.430021271	0.915000308	0.340816171	7	0.03857876	8578
SMAD7	0.008848279	0.349422855	0.633756699	18	0.456648692	466	0.830785231	0.996579628	0.388279971	18	0.001487995	15511
PRKAR1A	0.008917886	0.349952083	0.856123037	17	0.455991417	467	0.047049683	0.5562285	0.322745763	17	0.254746763	1471
NIT1	0.008899629	0.349952083	0.424312715	1	0.455991417	468	1	1	0.455682239	1	0	18326
GNB4	0.008883382	0.349952083	0.201045128	3	0.455991417	469	0.050078372	0.570637622	0.752217944	3	0.243639599	1526
EML5	0.008939017	0.350045928	0.387979246	14	0.45587497	470	0.03322789	0.512521689	0.335008321	14	0.290287751	1112
MFRP	0.009121868	0.356458942	0.709475744	11	0.447990486	471	1	1	0.234302115	11	0	18506
NFE2L3	0.009142702	0.356527218	0.6972067	7	0.44790731	472	1	1	0.40790902	7	0	18348
KMT2E	0.009294686	0.361698834	0.215083932	7	0.441652891	473	0.060401438	0.60076595	0.591210832	7	0.22129469	1758
MYBL1	0.009458005	0.36728912	0.374694569	8	0.434991936	474	0.928606113	0.996579628	0.638407062	8	0.001487995	10771
CCDC18	0.009587162	0.371532354	0.400910719	1	0.430003361	475	0.06953996	0.614390326	0.286585766	1	0.211555631	1995
CYBRD1	0.009629858	0.371756883	0.515429145	2	0.429740982	476	0.067667406	0.612383467	0.196150857	2	0.212976543	1940
KIRREL	0.00963276	0.371756883	0.281779677	1	0.429740982	477	0.006444952	0.272982436	0.647621625	1	0.563865295	388
PRPF38B	0.009711519	0.37402364	0.906158387	1	0.427100948	478	0.176713195	0.761214416	0.105752463	1	0.118492996	4146
YTHDC1	0.009797601	0.376562516	0.67243743	4	0.424162913	479	0.096020455	0.658295176	0.258321172	4	0.181579327	2579
HEPACAM2	0.009818726	0.376599573	0.493387837	7	0.424120177	480	1	1	0.342929534	7	0	18380
EIF3J	0.00995381	0.378888222	0.900086715	15	0.421488895	481	1	1	0.158775079	15	0	18642
C11orf94	0.009959533	0.378888222	0.756299631	11	0.421488895	482	0.905650108	0.996579628	0.179768406	11	0.001487995	17865
SMURF2	0.009899038	0.378888222	0.666644947	17	0.421488895	483	0.74411047	0.996579628	0.472208396	17	0.001487995	14052
PLCL1	0.009940149	0.378888222	0.312051381	2	0.421488895	484	0.001225285	0.121552333	0.424721369	2	0.915236701	156
TNPO1	0.009997258	0.37955037	0.643903706	5	0.420730581	485	0.897802307	0.996579628	0.101663925	5	0.001487995	18266
